"chromosome_name","start_position","end_position","ensembl_gene_id","entrezgene_id","gene_biotype","entrezgene_accession","entrezgene_description","go_id","name_1006","definition_1006"
"1",26893339,26912153,"ENSTGUG00000013221",100221143,"protein_coding","CASP2","caspase 2","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"1",26893339,26912153,"ENSTGUG00000013221",100221143,"protein_coding","CASP2","caspase 2","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"14",14544440,14600447,"ENSTGUG00000003841",100221536,"protein_coding","CLUAP1","clusterin associated protein 1","GO:0005929","cilium","A specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface and of some cytoplasmic parts. Each cilium is largely bounded by an extrusion of the cytoplasmic (plasma) membrane, and contains a regular longitudinal array of microtubules, anchored to a basal body."
"14",14544440,14600447,"ENSTGUG00000003841",100221536,"protein_coding","CLUAP1","clusterin associated protein 1","GO:0042995","cell projection","A prolongation or process extending from a cell, e.g. a flagellum or axon."
"14",14544440,14600447,"ENSTGUG00000003841",100221536,"protein_coding","CLUAP1","clusterin associated protein 1","GO:0030030","cell projection organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."
"14",14544440,14600447,"ENSTGUG00000003841",100221536,"protein_coding","CLUAP1","clusterin associated protein 1","GO:0005654","nucleoplasm","That part of the nuclear content other than the chromosomes or the nucleolus."
"14",14544440,14600447,"ENSTGUG00000003841",100221536,"protein_coding","CLUAP1","clusterin associated protein 1","GO:0043231","intracellular membrane-bounded organelle","Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."
"14",14544440,14600447,"ENSTGUG00000003841",100221536,"protein_coding","CLUAP1","clusterin associated protein 1","","",""
"27",259225,272561,"ENSTGUG00000028317",100221726,"protein_coding","DCAF7","DDB1 and CUL4 associated factor 7","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0004674","protein serine/threonine kinase activity","Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0006468","protein phosphorylation","The process of introducing a phosphate group on to a protein."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0004672","protein kinase activity","Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0005524","ATP binding","Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0016301","kinase activity","Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0000187","activation of MAPK activity","The initiation of the activity of the inactive enzyme MAP kinase (MAPK)."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0008217","regulation of blood pressure","Any process that modulates the force with which blood travels through the circulatory system. The process is controlled by a balance of processes that increase pressure and decrease pressure."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0010820","positive regulation of T cell chemotaxis","Any process that increases the rate, frequency or extent of T cell chemotaxis. T cell chemotaxis is the directed movement of a T cell in response to an external stimulus."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0018105","peptidyl-serine phosphorylation","The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0018107","peptidyl-threonine phosphorylation","The phosphorylation of peptidyl-threonine to form peptidyl-O-phospho-L-threonine."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0035556","intracellular signal transduction","The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0036438","maintenance of lens transparency","A homeostatic process in which the lens is maintained in a highly refractive, transparent state to allow for optimal focusing of light on the retina."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0038146","chemokine (C-X-C motif) ligand 12 signaling pathway","A series of molecular signals initiated by the binding of the chemokine CXCL12 to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0046777","protein autophosphorylation","The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0050727","regulation of inflammatory response","Any process that modulates the frequency, rate or extent of the inflammatory response, the immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0050801","ion homeostasis","Any process involved in the maintenance of an internal steady state of ions within an organism or cell."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0071476","cellular hypotonic response","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of detection of, or exposure to, a hypotonic environment, i.e. an environment with a lower concentration of solutes than the organism or cell."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0090188","negative regulation of pancreatic juice secretion","Any process that decreases the rate, frequency or extent of pancreatic juice secretion, the regulated release of pancreatic juice by the exocrine pancreas into the upper part of the intestine."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:1901017","negative regulation of potassium ion transmembrane transporter activity","Any process that stops, prevents or reduces the frequency, rate or extent of potassium ion transmembrane transporter activity."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:1901380","negative regulation of potassium ion transmembrane transport","Any process that stops, prevents or reduces the frequency, rate or extent of potassium ion transmembrane transport."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:1905408","negative regulation of creatine transmembrane transporter activity","Any process that stops, prevents or reduces the frequency, rate or extent of creatine transmembrane transporter activity."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:1990869","cellular response to chemokine","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemokine stimulus."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:2000650","negative regulation of sodium ion transmembrane transporter activity","Any process that stops, prevents or reduces the frequency, rate or extent of sodium ion transmembrane transporter activity."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0005654","nucleoplasm","That part of the nuclear content other than the chromosomes or the nucleolus."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0005829","cytosol","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0016323","basolateral plasma membrane","The region of the plasma membrane that includes the basal end and sides of the cell. Often used in reference to animal polarized epithelial membranes, where the basal membrane is the part attached to the extracellular matrix, or in plant cells, where the basal membrane is defined with respect to the zygotic axis."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0016324","apical plasma membrane","The region of the plasma membrane located at the apical end of the cell."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0043231","intracellular membrane-bounded organelle","Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0106310","",""
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0106311","",""
"7",13440363,13523308,"ENSTGUG00000007554",100221735,"protein_coding","STK39","serine/threonine kinase 39","GO:0007165","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0016787","hydrolase activity","Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc. Hydrolase is the systematic name for any enzyme of EC class 3."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0033192","calmodulin-dependent protein phosphatase activity","Catalysis of the reaction: protein serine/threonine phosphate + H2O = protein serine/threonine + phosphate, dependent on the presence of calcium-bound calmodulin."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0097720","calcineurin-mediated signaling","Any intracellular signal transduction in which the signal is passed on within the cell by activation of a transcription factor as a consequence of dephosphorylation by Ca(2+)-activated calcineurin. The process begins with calcium-dependent activation of the phosphatase calcineurin. Calcineurin is a calcium- and calmodulin-dependent serine/threonine protein phosphatase with a conserved function in eukaryotic species from yeast to humans. In yeast and fungi, calcineurin regulates stress signaling and cell cycle, and sporulation and virulence in pathogenic fungi. In metazoans, calcineurin is involved in cell commitment, organogenesis and organ development and immune function of T-lymphocytes. By a conserved mechanism, calcineurin phosphatase activates fungal Crz1 and mammalian NFATc by dephosphorylation and translocation of these transcription factors to the nucleus to regulate gene expression."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0004721","phosphoprotein phosphatase activity","Catalysis of the reaction: a phosphoprotein + H2O = a protein + phosphate. Together with protein kinases, these enzymes control the state of phosphorylation of cell proteins and thereby provide an important mechanism for regulating cellular activity."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0006470","protein dephosphorylation","The process of removing one or more phosphoric residues from a protein."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0005516","calmodulin binding","Interacting selectively and non-covalently with calmodulin, a calcium-binding protein with many roles, both in the calcium-bound and calcium-free states."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0004722","protein serine/threonine phosphatase activity","Catalysis of the reaction: protein serine phosphate + H2O = protein serine + phosphate, and protein threonine phosphate + H2O = protein threonine + phosphate."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0106306","",""
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0106307","",""
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0005509","calcium ion binding","Interacting selectively and non-covalently with calcium ions (Ca2+)."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0019899","enzyme binding","Interacting selectively and non-covalently with any enzyme."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0030346","protein phosphatase 2B binding","Interacting selectively and non-covalently with the enzyme protein phosphatase 2B."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0046983","protein dimerization activity","The formation of a protein dimer, a macromolecular structure consists of two noncovalently associated identical or nonidentical subunits."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0001915","negative regulation of T cell mediated cytotoxicity","Any process that stops, prevents, or reduces the rate of T cell mediated cytotoxicity."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0001946","lymphangiogenesis","Lymph vessel formation when new vessels emerge from the proliferation of pre-existing vessels."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0006468","protein phosphorylation","The process of introducing a phosphate group on to a protein."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0007507","heart development","The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0010468","regulation of gene expression","Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0017156","calcium-ion regulated exocytosis","The release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle by fusion of the vesicle with the plasma membrane of a cell, induced by a rise in cytosolic calcium-ion levels."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0030217","T cell differentiation","The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0031987","locomotion involved in locomotory behavior","Self-propelled movement of a cell or organism from one location to another in a behavioral context; the aspect of locomotory behavior having to do with movement."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0033173","calcineurin-NFAT signaling cascade","Any intracellular signal transduction in which the signal is passed on within the cell by activation of a member of the NFAT protein family as a consequence of NFAT dephosphorylation by Ca(2+)-activated calcineurin. The cascade begins with calcium-dependent activation of the phosphatase calcineurin. Calcineurin dephosphorylates multiple phosphoserine residues on NFAT, resulting in the translocation of NFAT to the nucleus. The cascade ends with regulation of transcription by NFAT. The calcineurin-NFAT cascade lies downstream of many cell surface receptors, including G protein-coupled receptors (GPCRs) and receptor tyrosine kinases (RTKs) that signal to mobilize calcium ions (Ca2+)."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0034097","response to cytokine","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0035774","positive regulation of insulin secretion involved in cellular response to glucose stimulus","Any process that increases the frequency, rate or extent of the regulated release of insulin that contributes to the response of a cell to glucose."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0043029","T cell homeostasis","The process of regulating the proliferation and elimination of T cells such that the total number of T cells within a whole or part of an organism is stable over time in the absence of an outside stimulus."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0045944","positive regulation of transcription by RNA polymerase II","Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:1900242","regulation of synaptic vesicle endocytosis","Any process that modulates the frequency, rate or extent of synaptic vesicle endocytosis."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0005886","plasma membrane","The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0005955","calcineurin complex","A heterodimeric calcium ion and calmodulin dependent protein phosphatase composed of catalytic and regulatory subunits; the regulatory subunit is very similar in sequence to calmodulin."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0030018","Z disc","Platelike region of a muscle sarcomere to which the plus ends of actin filaments are attached."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0030315","T-tubule","Invagination of the plasma membrane of a muscle cell that extends inward from the cell surface around each myofibril. The ends of T-tubules make contact with the sarcoplasmic reticulum membrane."
"6",15195336,15234970,"ENSTGUG00000007056",100222189,"protein_coding","PPP3CB","protein phosphatase 3 catalytic subunit beta","GO:0098978","glutamatergic synapse","A synapse that uses glutamate as a neurotransmitter."
"1A",51392897,51400699,"ENSTGUG00000011066",100222454,"protein_coding","CKAP4","cytoskeleton associated protein 4","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"1A",51392897,51400699,"ENSTGUG00000011066",100222454,"protein_coding","CKAP4","cytoskeleton associated protein 4","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"1A",51392897,51400699,"ENSTGUG00000011066",100222454,"protein_coding","CKAP4","cytoskeleton associated protein 4","GO:0005783","endoplasmic reticulum","The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."
"1A",51392897,51400699,"ENSTGUG00000011066",100222454,"protein_coding","CKAP4","cytoskeleton associated protein 4","GO:0005791","rough endoplasmic reticulum","The rough (or granular) endoplasmic reticulum (ER) has ribosomes adhering to the outer surface; the ribosomes are the site of translation of the mRNA for those proteins which are either to be retained within the cisternae (ER-resident proteins), the proteins of the lysosomes, or the proteins destined for export from the cell. Glycoproteins undergo their initial glycosylation within the cisternae."
"1A",51392897,51400699,"ENSTGUG00000011066",100222454,"protein_coding","CKAP4","cytoskeleton associated protein 4","GO:0005811","lipid droplet","An intracellular non-membrane-bounded organelle comprising a matrix of coalesced lipids surrounded by a phospholipid monolayer. May include associated proteins."
"1A",51392897,51400699,"ENSTGUG00000011066",100222454,"protein_coding","CKAP4","cytoskeleton associated protein 4","GO:0005829","cytosol","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"1A",51392897,51400699,"ENSTGUG00000011066",100222454,"protein_coding","CKAP4","cytoskeleton associated protein 4","GO:0016607","nuclear speck","A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy."
"1A",51392897,51400699,"ENSTGUG00000011066",100222454,"protein_coding","CKAP4","cytoskeleton associated protein 4","GO:0036464","cytoplasmic ribonucleoprotein granule","A ribonucleoprotein granule located in the cytoplasm."
"2",89753825,90216925,"ENSTGUG00000008527",100222507,"protein_coding","GABBR2","gamma-aminobutyric acid type B receptor subunit 2","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"2",89753825,90216925,"ENSTGUG00000008527",100222507,"protein_coding","GABBR2","gamma-aminobutyric acid type B receptor subunit 2","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"2",89753825,90216925,"ENSTGUG00000008527",100222507,"protein_coding","GABBR2","gamma-aminobutyric acid type B receptor subunit 2","GO:0005886","plasma membrane","The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"2",89753825,90216925,"ENSTGUG00000008527",100222507,"protein_coding","GABBR2","gamma-aminobutyric acid type B receptor subunit 2","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane."
"2",89753825,90216925,"ENSTGUG00000008527",100222507,"protein_coding","GABBR2","gamma-aminobutyric acid type B receptor subunit 2","GO:0007165","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."
"2",89753825,90216925,"ENSTGUG00000008527",100222507,"protein_coding","GABBR2","gamma-aminobutyric acid type B receptor subunit 2","GO:0004930","G protein-coupled receptor activity","Combining with an extracellular signal and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex."
"2",89753825,90216925,"ENSTGUG00000008527",100222507,"protein_coding","GABBR2","gamma-aminobutyric acid type B receptor subunit 2","GO:0004965","G protein-coupled GABA receptor activity","Combining with the amino acid gamma-aminobutyric acid (GABA, 4-aminobutyrate) and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex."
"2",89753825,90216925,"ENSTGUG00000008527",100222507,"protein_coding","GABBR2","gamma-aminobutyric acid type B receptor subunit 2","GO:0046982","protein heterodimerization activity","Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer."
"2",89753825,90216925,"ENSTGUG00000008527",100222507,"protein_coding","GABBR2","gamma-aminobutyric acid type B receptor subunit 2","GO:0007214","gamma-aminobutyric acid signaling pathway","The series of molecular signals generated by the binding of gamma-aminobutyric acid (GABA, 4-aminobutyrate), an amino acid which acts as a neurotransmitter in some organisms, to a cell surface receptor."
"2",89753825,90216925,"ENSTGUG00000008527",100222507,"protein_coding","GABBR2","gamma-aminobutyric acid type B receptor subunit 2","GO:0005887","integral component of plasma membrane","The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"2",89753825,90216925,"ENSTGUG00000008527",100222507,"protein_coding","GABBR2","gamma-aminobutyric acid type B receptor subunit 2","GO:0038039","G protein-coupled receptor heterodimeric complex","A protein complex that contains two G protein-coupled receptors (GPCRs) of different subtypes. Formation of a GPCR heterodimer may alter the functional property of the GPCR."
"2",89753825,90216925,"ENSTGUG00000008527",100222507,"protein_coding","GABBR2","gamma-aminobutyric acid type B receptor subunit 2","GO:1902710","GABA receptor complex","A protein complex which is capable of GABA receptor activity. Upon binding of gamma-aminobutyric acid (GABA) it transmits the signal from one side of the membrane to the other to initiate a change in cell activity. Major inhibitory receptor in vertebrate brain. Also found in other vertebrate tissues, invertebrates and possibly in plants. Effective benzodiazepine receptor."
"10",3848492,4021814,"ENSTGUG00000004424",100222638,"protein_coding","MYO9A","myosin IXA","GO:0046872","metal ion binding","Interacting selectively and non-covalently with any metal ion."
"10",3848492,4021814,"ENSTGUG00000004424",100222638,"protein_coding","MYO9A","myosin IXA","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"10",3848492,4021814,"ENSTGUG00000004424",100222638,"protein_coding","MYO9A","myosin IXA","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"10",3848492,4021814,"ENSTGUG00000004424",100222638,"protein_coding","MYO9A","myosin IXA","GO:0000166","nucleotide binding","Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."
"10",3848492,4021814,"ENSTGUG00000004424",100222638,"protein_coding","MYO9A","myosin IXA","GO:0007165","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."
"10",3848492,4021814,"ENSTGUG00000004424",100222638,"protein_coding","MYO9A","myosin IXA","GO:0005524","ATP binding","Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"10",3848492,4021814,"ENSTGUG00000004424",100222638,"protein_coding","MYO9A","myosin IXA","GO:0042995","cell projection","A prolongation or process extending from a cell, e.g. a flagellum or axon."
