"chromosome_name","start_position","end_position","ensembl_gene_id","entrezgene_id","gene_biotype","entrezgene_accession","entrezgene_description","go_id","name_1006","definition_1006"
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0001780","neutrophil homeostasis","The process of regulating the proliferation and elimination of neutrophils such that the total number of neutrophils within a whole or part of an organism is stable over time in the absence of an outside stimulus."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0002250","adaptive immune response","An immune response mediated by cells expressing specific receptors for antigen produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0002318","myeloid progenitor cell differentiation","The process in which a precursor cell type acquires the specialized features of a myeloid progenitor cell. Myeloid progenitor cells include progenitor cells for any of the myeloid lineages."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0002523","leukocyte migration involved in inflammatory response","The movement of a leukocyte within or between different tissues and organs of the body contributing to an inflammatory response."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0090138","regulation of actin cytoskeleton organization by cell-cell adhesion","Any cell-cell adhesion process that modulates the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0098632","cell-cell adhesion mediator activity","The binding by a cell-adhesion protein on the cell surface to an extracellular matrix component, to mediate adhesion of the cell to another cell."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0033624","negative regulation of integrin activation","Any process that stops, prevents, or reduces the frequency, rate, or extent of integrin activation."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0033629","negative regulation of cell adhesion mediated by integrin","Any process that stops, prevents, or reduces the frequency, rate, or extent of cell adhesion mediated by integrin."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0034113","heterotypic cell-cell adhesion","The attachment of a cell to a cell of a different type via adhesion molecules."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0034333","adherens junction assembly","The aggregation, arrangement and bonding together of a set of components to form an adherens junction. An adherens junction is a cell-cell junction composed of the epithelial cadherin-catenin complex at which the cytoplasmic face of the plasma membrane is attached to actin filaments."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0034394","protein localization to cell surface","A process in which a protein is transported to, or maintained in, a location within the external part of the cell wall and/or plasma membrane."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0045176","apical protein localization","Any process in which a protein is transported to, or maintained in, apical regions of the cell."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0090022","regulation of neutrophil chemotaxis","Any process that modulates the frequency, rate, or extent of neutrophil chemotaxis. Neutrophil chemotaxis is the directed movement of a neutrophil cell, the most numerous polymorphonuclear leukocyte found in the blood, in response to an external stimulus, usually an infection or wounding."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0097241","hematopoietic stem cell migration to bone marrow","The orderly movement of a hematopoietic stem cell into the bone marrow, and its subsequent positioning within defined functional compartments in that microenvironment. A hematopoietic stem cell is a cell from which all cells of the lymphoid and myeloid lineages develop, including blood cells and cells of the immune system."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0097530","granulocyte migration","The movement of a granulocyte within or between different tissues and organs of the body."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:1902414","protein localization to cell junction","A process in which a protein is transported to, or maintained in, a location within a cell junction."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0005902","microvillus","Thin cylindrical membrane-covered projections on the surface of an animal cell containing a core bundle of actin filaments. Present in especially large numbers on the absorptive surface of intestinal cells."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0043220","Schmidt-Lanterman incisure","Regions within compact myelin in which the cytoplasmic faces of the enveloping myelin sheath are not tightly juxtaposed, and include cytoplasm from the cell responsible for making the myelin. Schmidt-Lanterman incisures occur in the compact myelin internode, while lateral loops are analogous structures found in the paranodal region adjacent to the nodes of Ranvier."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0098636","protein complex involved in cell adhesion","Any protein complex that is capable of carrying out some part of the process of cell adhesion to the cell matrix or to another cell."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0046982","protein heterodimerization activity","Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0042803","protein homodimerization activity","Interacting selectively and non-covalently with an identical protein to form a homodimer."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0002693","positive regulation of cellular extravasation","Any process that activates or increases the frequency, rate, or extent of cellular extravasation."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:1905710","positive regulation of membrane permeability","Any process that activates or increases the frequency, rate or extent of the passage or uptake of molecules by a membrane."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"24",3620266,3651481,"ENSTGUG00000000662",100219600,"protein_coding","JAM3","junctional adhesion molecule 3","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0005743","mitochondrial inner membrane","The inner, i.e. lumen-facing, lipid bilayer of the mitochondrial envelope. It is highly folded to form cristae."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0005262","calcium channel activity","Enables the facilitated diffusion of a calcium ion (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0031305","integral component of mitochondrial inner membrane","The component of the mitochondrial inner membrane consisting of the gene products having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0005739","mitochondrion","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0042802","identical protein binding","Interacting selectively and non-covalently with an identical protein or proteins."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0034704","calcium channel complex","An ion channel complex through which calcium ions pass."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0042593","glucose homeostasis","Any process involved in the maintenance of an internal steady state of glucose within an organism or cell."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0006851","mitochondrial calcium ion transmembrane transport","The process in which a calcium ion (Ca2+) is transported across a mitochondrial membrane, into or out of the mitochondrion."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0051561","positive regulation of mitochondrial calcium ion concentration","Any process that increases the concentration of calcium ions in mitochondria."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0090141","positive regulation of mitochondrial fission","Any process that increases the rate, frequency or extent of mitochondrial fission. Mitochondrial fission is the division of a mitochondrion within a cell to form two or more separate mitochondrial compartments."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0019722","calcium-mediated signaling","Any intracellular signal transduction in which the signal is passed on within the cell via calcium ions."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0051259","protein complex oligomerization","The process of creating protein oligomers, compounds composed of a small number, usually between three and ten, of component monomers; protein oligomers may be composed of different or identical monomers. Oligomers may be formed by the polymerization of a number of monomers or the depolymerization of a large protein polymer."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0015292","uniporter activity","Catalysis of the transport of a single molecular species across a membrane; transport is independent of the movement of any other molecular species."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0032024","positive regulation of insulin secretion","Any process that activates or increases the frequency, rate or extent of the regulated release of insulin."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0036444","calcium import into the mitochondrion","A process in which a calcium ion (Ca2+) is transported from the cytosol, into the mitochondrial matrix."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0090023","positive regulation of neutrophil chemotaxis","Any process that increases the frequency, rate, or extent of neutrophil chemotaxis. Neutrophil chemotaxis is the directed movement of a neutrophil cell, the most numerous polymorphonuclear leukocyte found in the blood, in response to an external stimulus, usually an infection or wounding."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0090527","actin filament reorganization","A process that is carried out at the cellular level which results in dynamic structural changes to the arrangement of actin filaments."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:1990246","uniplex complex","A calcium channel complex in the mitochondrial inner membrane capable of highly-selective calcium channel activity. Its components include the EF-hand-containing proteins mitochondrial calcium uptake 1 (MICU1) and MICU2, the pore-forming subunit mitochondrial calcium uniporter (MCU) and its paralog MCUb, and the MCU regulator EMRE."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0051560","mitochondrial calcium ion homeostasis","Any process involved in the maintenance of an internal steady state of calcium ions within the cytoplasm of a cell or between mitochondria and their surroundings."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0006811","ion transport","The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0006816","calcium ion transport","The directed movement of calcium (Ca) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"6",2758980,2840419,"ENSTGUG00000004428",100219709,"protein_coding","MCU","mitochondrial calcium uniporter","GO:0070588","calcium ion transmembrane transport","A process in which a calcium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."
"2",4160827,4312692,"ENSTGUG00000000359",100219758,"protein_coding","CRHR2","corticotropin releasing hormone receptor 2","GO:0004888","transmembrane signaling receptor activity","Combining with an extracellular or intracellular signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity or state as part of signal transduction."
"2",4160827,4312692,"ENSTGUG00000000359",100219758,"protein_coding","CRHR2","corticotropin releasing hormone receptor 2","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane."
"2",4160827,4312692,"ENSTGUG00000000359",100219758,"protein_coding","CRHR2","corticotropin releasing hormone receptor 2","GO:0004930","G protein-coupled receptor activity","Combining with an extracellular signal and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex."
"2",4160827,4312692,"ENSTGUG00000000359",100219758,"protein_coding","CRHR2","corticotropin releasing hormone receptor 2","GO:0007166","cell surface receptor signaling pathway","A series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription."
"2",4160827,4312692,"ENSTGUG00000000359",100219758,"protein_coding","CRHR2","corticotropin releasing hormone receptor 2","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"2",4160827,4312692,"ENSTGUG00000000359",100219758,"protein_coding","CRHR2","corticotropin releasing hormone receptor 2","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"2",4160827,4312692,"ENSTGUG00000000359",100219758,"protein_coding","CRHR2","corticotropin releasing hormone receptor 2","GO:0005886","plasma membrane","The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"2",4160827,4312692,"ENSTGUG00000000359",100219758,"protein_coding","CRHR2","corticotropin releasing hormone receptor 2","GO:0007165","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."
"12",4788514,4862847,"ENSTGUG00000024581",100219774,"protein_coding","TAFA4","TAFA chemokine like family member 4","GO:0005615","extracellular space","That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
"12",4788514,4862847,"ENSTGUG00000024581",100219774,"protein_coding","TAFA4","TAFA chemokine like family member 4","GO:0042391","regulation of membrane potential","Any process that modulates the establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."
"12",4788514,4862847,"ENSTGUG00000024581",100219774,"protein_coding","TAFA4","TAFA chemokine like family member 4","GO:0010469","regulation of signaling receptor activity","Any process that modulates the frequency, rate or extent of a signaling receptor activity. Receptor activity is when a molecule combines with an extracellular or intracellular messenger to initiate a change in cell activity."
"12",4788514,4862847,"ENSTGUG00000024581",100219774,"protein_coding","TAFA4","TAFA chemokine like family member 4","GO:0006909","phagocytosis","A vesicle-mediated transport process that results in the engulfment of external particulate material by phagocytes and their delivery to the lysosome. The particles are initially contained within phagocytic vacuoles (phagosomes), which then fuse with primary lysosomes to effect digestion of the particles."
"12",4788514,4862847,"ENSTGUG00000024581",100219774,"protein_coding","TAFA4","TAFA chemokine like family member 4","GO:0051930","regulation of sensory perception of pain","Any process that modulates the frequency, rate or extent of the sensory perception of pain, the series of events required for an organism to receive a painful stimulus, convert it to a molecular signal, and recognize and characterize the signal."
"12",4788514,4862847,"ENSTGUG00000024581",100219774,"protein_coding","TAFA4","TAFA chemokine like family member 4","GO:0048018","receptor ligand activity","The activity of a gene product that interacts with a receptor to effect a change in the activity of the receptor. Ligands may be produced by the same, or different, cell that expresses the receptor. Ligands may diffuse extracellularly from their point of origin to the receiving cell, or remain attached to an adjacent cell surface (e.g. Notch ligands)."
"12",4788514,4862847,"ENSTGUG00000024581",100219774,"protein_coding","TAFA4","TAFA chemokine like family member 4","GO:0042554","superoxide anion generation","The enzymatic generation of superoxide, the superoxide anion O2- (superoxide free radical), or any compound containing this species, by a cell in response to environmental stress, thereby mediating the activation of various stress-inducible signaling pathways."
"12",4788514,4862847,"ENSTGUG00000024581",100219774,"protein_coding","TAFA4","TAFA chemokine like family member 4","GO:0048246","macrophage chemotaxis","The movement of a macrophage in response to an external stimulus."
"12",4788514,4862847,"ENSTGUG00000024581",100219774,"protein_coding","TAFA4","TAFA chemokine like family member 4","","",""
"2",4752076,4795550,"ENSTGUG00000000397",100219808,"protein_coding","DLEC1","DLEC1 cilia and flagella associated protein","GO:0008285","negative regulation of cell population proliferation","Any process that stops, prevents or reduces the rate or extent of cell proliferation."
"2",4752076,4795550,"ENSTGUG00000000397",100219808,"protein_coding","DLEC1","DLEC1 cilia and flagella associated protein","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"2",4752076,4795550,"ENSTGUG00000000397",100219808,"protein_coding","DLEC1","DLEC1 cilia and flagella associated protein","GO:0005829","cytosol","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"8",29211536,29215923,"ENSTGUG00000022822",100219891,"protein_coding","FAM163A","family with sequence similarity 163 member A","","",""
"14",7063252,7068144,"ENSTGUG00000029148",100219898,"protein_coding","LOC100219898","RNA pseudouridine synthase domain containing 1","GO:0009451","RNA modification","The covalent alteration of one or more nucleotides within an RNA molecule to produce an RNA molecule with a sequence that differs from that coded genetically."
"14",7063252,7068144,"ENSTGUG00000029148",100219898,"protein_coding","LOC100219898","RNA pseudouridine synthase domain containing 1","GO:0001522","pseudouridine synthesis","The intramolecular conversion of uridine to pseudouridine within an RNA molecule. This posttranscriptional base modification occurs in tRNA, rRNA, and snRNAs."
"14",7063252,7068144,"ENSTGUG00000029148",100219898,"protein_coding","LOC100219898","RNA pseudouridine synthase domain containing 1","GO:0009982","pseudouridine synthase activity","Catalysis of the reaction: RNA uridine = RNA pseudouridine. Conversion of uridine in an RNA molecule to pseudouridine by rotation of the C1'-N-1 glycosidic bond of uridine in RNA to a C1'-C5."
"14",7063252,7068144,"ENSTGUG00000029148",100219898,"protein_coding","LOC100219898","RNA pseudouridine synthase domain containing 1","GO:0003723","RNA binding","Interacting selectively and non-covalently with an RNA molecule or a portion thereof."
"23",4033616,4042883,"ENSTGUG00000000934",100219907,"protein_coding","OPRD1","opioid receptor delta 1","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"23",4033616,4042883,"ENSTGUG00000000934",100219907,"protein_coding","OPRD1","opioid receptor delta 1","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"23",4033616,4042883,"ENSTGUG00000000934",100219907,"protein_coding","OPRD1","opioid receptor delta 1","GO:0005886","plasma membrane","The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"23",4033616,4042883,"ENSTGUG00000000934",100219907,"protein_coding","OPRD1","opioid receptor delta 1","GO:0007186","G protein-coupled receptor signaling pathway","A series of molecular signals that proceeds with an activated receptor promoting the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, or for basal GPCR signaling the pathway begins with the receptor activating its G protein in the absence of an agonist, and ends with regulation of a downstream cellular process, e.g. transcription.  The pathway can start from the plasma membrane, Golgi or nuclear membrane."
"23",4033616,4042883,"ENSTGUG00000000934",100219907,"protein_coding","OPRD1","opioid receptor delta 1","GO:0007165","signal transduction","The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."
"23",4033616,4042883,"ENSTGUG00000000934",100219907,"protein_coding","OPRD1","opioid receptor delta 1","GO:0004930","G protein-coupled receptor activity","Combining with an extracellular signal and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex."
"23",4033616,4042883,"ENSTGUG00000000934",100219907,"protein_coding","OPRD1","opioid receptor delta 1","GO:0004985","opioid receptor activity","Combining with an opioid (any narcotic derived from or resembling opium), and transmitting the signal across the membrane by activating an associated G-protein."
"23",4033616,4042883,"ENSTGUG00000000934",100219907,"protein_coding","OPRD1","opioid receptor delta 1","GO:0038046","enkephalin receptor activity","Combining with an enkephalin, and transmitting the signal across the membrane by activating an associated G-protein. A enkephalin is a pentapeptide (Tyr-Gly-Gly-Phe-Met or Tyr-Gly-Gly-Phe-Leu) involved in regulating nociception in the body."
"23",4033616,4042883,"ENSTGUG00000000934",100219907,"protein_coding","OPRD1","opioid receptor delta 1","GO:0010629","negative regulation of gene expression","Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."
"23",4033616,4042883,"ENSTGUG00000000934",100219907,"protein_coding","OPRD1","opioid receptor delta 1","GO:0031333","negative regulation of protein-containing complex assembly","Any process that stops, prevents, or reduces the frequency, rate or extent of protein complex assembly."
"23",4033616,4042883,"ENSTGUG00000000934",100219907,"protein_coding","OPRD1","opioid receptor delta 1","GO:0033138","positive regulation of peptidyl-serine phosphorylation","Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-serine."
"23",4033616,4042883,"ENSTGUG00000000934",100219907,"protein_coding","OPRD1","opioid receptor delta 1","GO:0038003","opioid receptor signaling pathway","The series of molecular signals generated as a consequence of an opioid receptor binding to one of its physiological ligands."
"23",4033616,4042883,"ENSTGUG00000000934",100219907,"protein_coding","OPRD1","opioid receptor delta 1","GO:0051881","regulation of mitochondrial membrane potential","Any process that modulates the establishment or extent of the mitochondrial membrane potential, the electric potential existing across the mitochondrial membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."
"23",4033616,4042883,"ENSTGUG00000000934",100219907,"protein_coding","OPRD1","opioid receptor delta 1","GO:0071456","cellular response to hypoxia","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."
"23",4033616,4042883,"ENSTGUG00000000934",100219907,"protein_coding","OPRD1","opioid receptor delta 1","GO:0097237","cellular response to toxic substance","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a toxic stimulus."
"23",4033616,4042883,"ENSTGUG00000000934",100219907,"protein_coding","OPRD1","opioid receptor delta 1","GO:0031226","intrinsic component of plasma membrane","The component of the plasma membrane consisting of the gene products and protein complexes having either part of their peptide sequence embedded in the hydrophobic region of the membrane or some other covalently attached group such as a GPI anchor that is similarly embedded in the membrane."
"23",1005978,1027132,"ENSTGUG00000001603",100219946,"protein_coding","STK40","serine/threonine kinase 40","GO:0005634","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"23",1005978,1027132,"ENSTGUG00000001603",100219946,"protein_coding","STK40","serine/threonine kinase 40","GO:0016740","transferase activity","Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."
"23",1005978,1027132,"ENSTGUG00000001603",100219946,"protein_coding","STK40","serine/threonine kinase 40","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"23",1005978,1027132,"ENSTGUG00000001603",100219946,"protein_coding","STK40","serine/threonine kinase 40","GO:0000166","nucleotide binding","Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose."
"23",1005978,1027132,"ENSTGUG00000001603",100219946,"protein_coding","STK40","serine/threonine kinase 40","GO:0005524","ATP binding","Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"23",1005978,1027132,"ENSTGUG00000001603",100219946,"protein_coding","STK40","serine/threonine kinase 40","GO:0004672","protein kinase activity","Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP."
"23",1005978,1027132,"ENSTGUG00000001603",100219946,"protein_coding","STK40","serine/threonine kinase 40","GO:0006468","protein phosphorylation","The process of introducing a phosphate group on to a protein."
"23",1005978,1027132,"ENSTGUG00000001603",100219946,"protein_coding","STK40","serine/threonine kinase 40","GO:0003016","respiratory system process","A process carried out by the organs or tissues of the respiratory system. The respiratory system is an organ system responsible for respiratory gaseous exchange."
"23",1005978,1027132,"ENSTGUG00000001603",100219946,"protein_coding","STK40","serine/threonine kinase 40","GO:0005977","glycogen metabolic process","The chemical reactions and pathways involving glycogen, a polydisperse, highly branched glucan composed of chains of D-glucose residues in alpha-(1->4) glycosidic linkage, joined together by alpha-(1->6) glycosidic linkages."
"23",1005978,1027132,"ENSTGUG00000001603",100219946,"protein_coding","STK40","serine/threonine kinase 40","GO:0010468","regulation of gene expression","Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."
